type,id,en_description,fi_description
Phrase,p9,Histologic classification is as follows:,mikroskooppitutkimuksen luokittelu on seuraava：
Phrase,p10,Table 1. Primary Tumor (T),taulu 1. ensisijainen kasvain（T）
Phrase,p11,Table 4. Anatomic Stage/Prognostic Groups,taulu 4. anatominen vaihe/ennusteryhmät
Phrase,p12,Hepatoblastoma rarely occurs in adults,maksakasvain esiintyy harvoin aikuisilla
Phrase,p13,Natural History and Prognostic Factors,luonnonhistoria ja ennustetekijät
Phrase,p14,Solitary tumor without vascular invasion,yksinäinen kasvain ilman verisuonen tunkeutumista
Phrase,p15,Adult Primary Liver Cancer (PDQ®): Treatment,aikuisen ensisijainen maksasyöpä (PDQ®): hoito
Phrase,p16,Table 2. Regional Lymph Nodes (N),taulu 2. alueelliset imusolmukkeet（N）
Phrase,p17,The etiology of HCC is likely multifactorial,HCC-sairauden syy on todennäköisesti monitekijäinen
Phrase,p18,Cellular Classification of Adult Primary Liver Cancer,aikuisen ensisijaisen maksasyövän soluluokittelu
Phrase,p19,Barcelona Clinic Liver Cancer (BCLC) Staging System,Barcelonan klinikan maksasyövän（BCLC）vaiheistusjärjestelmä
Phrase,p20,General Information About Adult Primary Liver Cancer,yleistieto aikuisen ensisijaisesta maksasyövästä
Phrase,p21,Stage Information for Adult Primary Liver Cancer,vaihetieto aikuisen ensisijaiselle maksasyövälle
Phrase,p1,Treatment by stage--legacy,vaiheittainen hoito--perintö
Phrase,p2,Gastric adenomatous polyps,vatsalaukun rauhasperäiset polyypit
Phrase,p3,"New cases: 21,600","uudet tapaukset：21,600"
Phrase,p4,Definitions of TNM,TNM:n määritelmät
Phrase,p5,Familial adenomatous polyposis,perhekohtainen kasvainpolyyppi
Phrase,p6,Chronic atrophic gastritis,krooninen atrofinen vatsalaukun sairaus
Phrase,p7,Helicobacter pylori gastric infection,helikobakteerin aiheuttama vatsalaukun infektio
Phrase,p8,Stage II Gastric Cancer,vaiheen II vatsalaukun syöpä
Phrase,p9,Further follow-up is anticipated,lisäseurantaa odotetaan
Phrase,p10,Stage III Gastric Cancer,vaiheen III vatsalaukun syöpä
Phrase,p11,stage I gastric cancer,vaiheen I vatsalaukun syöpä
Phrase,p12,Stage I Gastric Cancer,vaiheen I vatsalaukun syöpä
Phrase,p13,Table 3. Distant Metastasis,taulu 3. etäinen epäpesäke
Phrase,p14,Gastrointestinal Stromal Tumors Treatment,ruoansulatuskanavan seinämän solukasvainten hoito
Phrase,p15,stage 0 gastric cancer,vaiheen 0 vatsalaukun syöpä
Phrase,p16,Stage 0 Gastric Cancer,vaiheen 0 vatsalaukun syöpä
Phrase,p17,Tumor invades adjacent structures,kasvain tunkeutuu viereisiin rakenteisiin
Phrase,p18,Tumor invades muscularis propria,kasvain tunkeutuu lihaskudoskerroksiin
Phrase,p19,stage III gastric cancer,vaiheen III vatsalaukun syöpä
Phrase,p20,stage IV gastric cancer,vaiheen IV vatsalaukun syöpä
Phrase,p21,stage II gastric cancer,vaiheen II vatsalaukun syöpä
Phrase,p22,Gastric Cancer (PDQ®): Treatment,vatsalaukun syöpä (PDQ®): hoito
Phrase,p23,Tumor invades serosa (visceral peritoneum),kasvain tunkeutuu vatsaontelon ulkokuoreen（vatsan ulkopinnan kudoskerrokset）
Phrase,p24,Table 4. Anatomic Stage/Prognostic Groups,taulu 4. anatominen vaihe/ennusteryhmät
Phrase,p25,General Information About Gastric Cancer,yleistieto vatsalaukun syövästä
Phrase,p26,Stage Information for Gastric Cancer,vaihetieto vatsalaukun syöpään
Phrase,p27,Table 1. Primary Tumor (T),taulu 1. ensisijainen kasvain（T）        
Phrase,p28,Menetrier disease (giant hypertrophic gastritis),vatsan ja ruoansulatuskanavan sairaus（pahanlaatuinen vatsalaukun sairaus）
Phrase,p29,Cellular Classification of Gastric Cancer,vatsalaukun syövän soluluokittelu
Phrase,p30,Family history of gastric cancer,vatsalaukun syövän perhehistoria
Phrase,p31,No evidence of primary tumor,ei todistetta ensisijaisesta kasvaimesta
Phrase,p32,No regional lymph node metastasis,ei alueellista imusolmukkeen etäpesäkettä
Phrase,p33,Regional lymph node(s) cannot be assessed,alueellista imusolmuketta ei voida arvioida
Phrase,p34,Diet low in fruits and vegetables,vähän hedelmiä ja vihanneksia sisältävä ruokavalio
Phrase,p35,Metastases in ≥16 regional lymph nodes,etäpesäkkeet ≥16 alueellisissa imusolmukkeissa
Phrase,p36,Stage IV and Recurrent Gastric Cancer,vaihe IV ja uusiutuva vatsalaukun syöpä
Phrase,p37,Metastases in 7–15 regional lymph nodes,etäpesäkkeet 7-15 alueellisissa imusolmukkeissa
Phrase,p38,Table 2. Regional Lymph Nodes (N),taulu 2. alueelliset imusolmukkeet（N）              
Phrase,p39,Ongoing studies are evaluating these newer regimens,meneillään olevat tutkimukset arvioivat näitä uudempia hoito-ohjelmia
Phrase,p40,Patients were randomized in a 1:1 fashion,potilaat satunnaistettiin suhteessa 1:1
Phrase,p41,Tumor invades lamina propria or muscularis mucosae,kasvain tunkeutuu limakalvon peittävän kudoskerroksen alle tai limakalvon ohueen lihaskerrokseen
Phrase,p42,An American series has confirmed these results,amerikkalainen sarja on vahvistanut nämä tulokset
Phrase,p43,Time-to-treatment progression (TTP) was the primary endpoint,aika hoidon aloittamisesta taudin etenemiseen(TTP)oli ensisijainen päätepiste  
Phrase,p1,Hepatitis C virus,maksatulehduksen C-virus
Phrase,p2,Rationale for Screening,seulonnan järkevyys
Phrase,p3,Dominant Geographical Area,hallitseva maantieteellinen alue
Phrase,p4,Hepatitis B virus,maksatulehduksen B-virus
Phrase,p5,Evidence of Harms,todiste haitoista
Phrase,p6,Likely Etiology of HCC,maksasolusyövän todennäköinen syy                                     
Phrase,p7,Liver (Hepatocellular) Cancer Screening,maksasyövän（maksasolun）seulonta
Phrase,p8,Study Design: Randomized controlled trials,tutkimussuunnitelma：satunnaistetut kontrolloidut kokeet
Phrase,p9,The CI was near 1.0,C1 oli lähellä 1.0
Phrase,p10,"Incidence, Mortality, and Risk Factors","ilmaantuvuus, kuolleisuus ja riskitekijät"
Phrase,p11,Intention-to-treat analysis was not used,tulosten analysointimenetelmää satunnaistetussa tutkimuksessa ei ollut käytetty
Phrase,p12,Liver (Hepatocellular) Cancer (PDQ®): Screening,maksasyöpä（maksasolu）(PDQ®): seulonta
Phrase,p13,Assessment of outcome was not blinded,tuloksen arviointia ei ollut pimitetty
Phrase,p14,The results varied in different publications,tulokset vaihtelivat eri julkaisuissa
Phrase,p15,Efficacy of Screening and Surveillance Programs,seulonta- ja valvontaohjelmien tehokkuus
Phrase,p16,Generalizability to other populations is uncertain,yleistettävyys muuhun väestöön on epävarmaa
Phrase,p17,"Consistency: Multiple studies, large number of participants","johdonmukaisuus：moninaiset tutkimukset, suuri osallistujamäärä"
Phrase,p18,The comparison group was not actively followed,vertailuryhmää ei seurattu aktiivisesti 
Phrase,p19,"The PPVs were 14% and 73%","positiiviset ennustearvot olivat 14% ja 73%"               
Phrase,p1,Digital Rectal Examination,digitaalinen peräsuolen tutkimus
Phrase,p2,Levels of Evidence,todistetasot
Phrase,p3,Studies in progress,tutkimukset meneillään
Phrase,p4,Reviewers and Updates,​arvioijat ja päivitykset
Phrase,p5,Relative Mortality Reduction,suhteellisen kuolleisuuden väheneminen
Phrase,p6,Randomized controlled studies,satunnaistetut kontrolloidut tutkimukset
Phrase,p7,Digital Rectal Exam,digitaalinen peräsuolen tutkimus
Phrase,p8,Evidence of Harms,todiste haitoista
Phrase,p9,Magnitude of Effects,vaikutusten suuruus
Phrase,p10,Positivity Rate (%),myönteisyysaste（%）
Phrase,p11,Fecal Occult Blood Test,ulosteen selittämätön veritesti
Phrase,p12,Colorectal Cancer (PDQ®): Screening,paksusuolen ja peräsuolen syöpä (PDQ®): seulonta
Phrase,p13,N/A = not available,N/A = ei käytettävissä oleva
Phrase,p14,Computed Tomographic (CT) Colonography,tietokonekuvantaminen（CT）paksusuolen röntgenkuvaus
Phrase,p15,Stool DNA Mutation Tests,ulosteen DNA-mutaatiotestit
Phrase,p16,Ecologic and descriptive studies,ekologiset ja kuvailevat tutkimukset
Phrase,p17,Fecal Occult Blood Test (FOBT),ulosteen selittämätön veritesti（FOBT）
Phrase,p18,Fecal Occult Blood Testing (FOBT),ulosteen selittämätön veritestaus（FOBT）
Phrase,p19,About 60%–70% for left colon,noin 60%-70% vasemmalle paksusuolelle
Phrase,p20,"be discussed at a meeting,",​"keskustellaan kokouksessa"
Phrase,p21,"Case-control studies, RCTs in progress","tapauskontrolloidut tutkimukset, satunnaistetut kontrolloidut tutkimukset meneillään"    
Phrase,p22,RCT = randomized controlled trial,RCT = satunnaistettu kontrolloitu tutkimus
Phrase,p23,Evidence about lesion detection rate,todiste vaurioituneen kudoksen havaitsemisasteesta
Phrase,p24,Evidence about colorectal cancer reduction,todiste paksusuolen ja peräsuolen syövän pienenemisestä
Phrase,p25,Combination of FOBT and Flexible Sigmoidoscopy,FOBT:n ja joustavan paksusuolen tähystyksen yhdistelmä
Phrase,p26,Evidence about colorectal cancer mortality reduction,todiste paksusuolen ja peräsuolen syöpäkuolleisuuden vähenemisestä
Phrase,p27,The primary endpoint was CRC-specific mortality,ensisijainen päätepiste oli CRC-spesifinen kuolleisuus   
Phrase,p28,Nearly 92% of tests were rehydrated,lähes 92% testeistä oli nesteytetty
Phrase,p29,Specificity declined from 97.8% to 96%,tarkkuus laski 97.8%:sta 96%:iin
Phrase,p30,Magnitude of Effects on Surrogate Endpoints,vaikutusten suuruus sijaispäätepisteissä
Phrase,p31,Attendance in this study was 65%,osallistuminen tähän tutkimukseen oli 65%
Phrase,p32,Newer FOBTs: Nonrandomized Controlled Trial Evidence,uudemmat ulosteen veritestit：ei-satunnaistettu kontrolloitu koetodiste 
Phrase,p33,Virtual Colonoscopy (Computed Tomographic [CT] Colonography),virtuaalinen paksusuolen tähystys（tietokonekuvantaminen [CT] paksusuolen röntgenkuvaus）
Phrase,p34,Results were summarized in two systematic reviews,tulokset oli koottu kahteen systemaattiseen katsaukseen
Phrase,p35,Extracolonic abnormalities are common in CT colonography,paksusuolen ylimääräiset ​poikkeavuudet ovat yleisiä paksusuolen CT-kuvantamisessa
Phrase,p36,iFOBT detects >60% and ≤90% of CRCs,iFOBT havaitsee >60% ja ≤90% selittämättömistä kontrolloiduista tutkimuksista
Phrase,p37,There was no effect on all-cause mortality,ei ollut vaikutusta kaiken aiheuttavaan kuolleisuuteen 
Phrase,p38,Detection of DNA Mutations in the Stool,DNA-mutaatioiden havaitseminen ulosteessa
Phrase,p39,Follow-up ranged from 6 to 13 years,seuranta vaihteli 6 vuodesta 13 vuoteen
Phrase,p40,Specificity was 86% and PPV was 23%,tarkkuus oli 86% ja PPV  oli 23%                    
Phrase,p1,External Validity: Poor,ulkoinen oikeellisuus：heikko
Phrase,p2,Barium-meal gastric photofluorography,ohutsuolen röntgenkuvantaminen 
Phrase,p3,Internal Validity : Fair,sisäinen oikeellisuus：reilu
Phrase,p4,External Validity : Poor,ulkoinen oikeellisuus：heikko
Phrase,p5,Stomach (Gastric) Cancer Screening,vatsasyövän (vatsalaukun) seulonta
Phrase,p6,Consistency : Inadequate evidence,johdonmukaisuus：riittämätön todiste
Phrase,p7,Stomach (Gastric) Cancer (PDQ®): Screening,vatsasyöpä (vatsalaukku) (PDQ®): seulonta
Phrase,p8,Evidence of Harm Associated With Screening,todiste seulontaan liittyvästä haitasta
Phrase,p9,Clinical considerations for high risk groups,kliiniset harkinnat korkean riskin ryhmille
Phrase,p10,Consistency : Poor in prospective studies,johdonmukaisuus：heikko tulevaisuuden tutkimuksissa
Phrase,p1,False positive exams,väärin myönteiset kokeet
Phrase,p2,Lung Cancer Screening,keuhkosyövän seulonta
Phrase,p3,Lung Cancer (PDQ®): Screening,keuhkosyöpä (PDQ®): seulonta​
Phrase,p4,Description of the Evidence,todisteen kuvaus
Phrase,p5,Study Design : Randomized controlled trials,tutkimussuunnitelma：satunnaistetut kontrolloidut kokeet
Phrase,p6,Evidence of Benefit Associated With Screening,todiste seulontaan liittyvästä hyödystä
Phrase,p7,Two included sputum cytology as well,kaksi sisälsi ysköksen yksittäisen solutyypin tutkimuksen yhtä hyvin
Phrase,p8,Screening by low-dose helical computed tomography,seulonta pienellä annoksella kierteistä tietokonekuvantamista
Phrase,p9,Evidence of No Benefit Associated With Screening,todiste seulontaan liittymättömästä hyödystä
Phrase,p10,Evidence of no benefit associated with screening,todiste seulontaan liittymättömästä hyödystä
Phrase,p11,Screening by chest x-ray and/or sputum cytology,seulonta rintakehän röntgenkuvauksella ja/tai ysköksen yksittäisen solutyypin tutkimuksella
Phrase,p1,Mammography and CAD,mammografia ja sepelvaltimotauti 
Phrase,p2,Magnetic Resonance Imaging,​magneettisesti värähtelevä kuvantaminen
Phrase,p3,Compliance: 89% participation,suostuvaisuus：osallistuminen 89%
Phrase,p4,Control: Usual care,kontrolli：tavallinen hoito
Phrase,p5,External audit: None,ulkoinen arviointi：ei mitään
Phrase,p6,Screening With Mammography,seulonta mammografialla
Phrase,p7,Compliance: 61% screened,suostuvaisuus：61% seulottu
Phrase,p8,Compliance: 89% screened,suostuvaisuus：89% seulottu
Phrase,p9,Randomized controlled trials,satunnaistetut kontrolloidut kokeet
Phrase,p10,Compliance: 82% screened,suostuvaisuus：82% seulottu
Phrase,p11,Consistency : Fair,johdonmukaisuus: reilu
Phrase,p12,Summary of RCTs,satunnaistettujen kontrolloitujen tutkimusten yhteenveto
Phrase,p13,Dense breast tissue,tiheä rintakudos
Phrase,p14,External audit: No,ulkoinen arviointi：ei
Phrase,p15,Prior radiation therapy,aikaisempi sädehoito
Phrase,p16,Clinical Breast Examination,​kliininen rinnan tutkimus
Phrase,p17,Benefit of Mammography,mammografian hyöty
Phrase,p18,BCSC Web site,BCSC:n verkkosivusto                                
Phrase,p19,Control: Annual CBE,kontrolli：vuosittainen CBE 
Phrase,p20,Exclusions: Inconsistently reported,poikkeukset：epäjohdonmukaisesti raportoitu
Phrase,p21,External audit: Yes,ulkoinen arviointi：kyllä
Phrase,p22,Mammography—Variables Associated with Accuracy,mammografian tarkkuusmuuttujat
Phrase,p23,Follow-up duration: 12 years,seurannan kesto：12 vuotta
Phrase,p24,External Validity : Poor,ulkoinen oikeellisuus：heikko
Phrase,p25,Follow-up duration: 8 years,seurannan kesto：8 vuotta
Phrase,p26,Breast Cancer Screening Modalities—Mammography,rintasyövän seulontamenetelmät—mammografia
Phrase,p27,Consistency of reports: Good,raporttien johdonmukaisuus: hyvä
Phrase,p28,Ductal Carcinoma In Situ,alkuperäisessä kohteessa olevan rintasyövän syöpäsoluryhmä
Phrase,p29,Consistency of reports: Variable,raporttien johdonmukaisuus：muuttuja
Phrase,p30,Current Age (in Years),nykyinen ikä（vuosina）
Phrase,p31,Follow-up duration: 18 years,seurannan kesto：18 vuotta
Phrase,p32,Evaluation of Breast Symptoms,​rinnan oireiden arviointi
Phrase,p33,Breast Cancer (PDQ®): Screening,rintasyöpä (PDQ®): seulonta​
Phrase,p34,Breast Cancer Surveillance Consortium,rintasyövän seurantaryhmittymä
Phrase,p35,Specificity and false-positive rate,tarkkuus ja väärän positiivisuuden määrä
Phrase,p36,Description of the Evidence,todisteen kuvaus
Phrase,p37,Breast Cancer Screening Concepts,rintasyövän seulontakonseptit
Phrase,p38,Internal Validity : Good,sisäinen oikeellisuus：hyvä
Phrase,p39,Follow-up duration: 10 years,seurannan kesto：10 vuotta
Phrase,p40,Mammography Description and Background,mammografian kuvaus ja tausta
Phrase,p41,Follow-up duration: 13 years,seurannan kesto：13 vuotta
Phrase,p42,Harms of Screening Mammography,mammografiaseulonnan haitat
Phrase,p43,Follow-up duration: 10.7 years,seurannan kesto：10.7 vuotta
Phrase,p44,Personal history of breast cancer,rintasyövän henkilökohtainen historia
Phrase,p45,Comments: Randomization process was flawed,kommentit：satunnaistamisprosessi oli virheellinen
Phrase,p46,Breast cancer incidence and mortality,rintasyövän ilmaantuvuus ja kuolleisuus
Phrase,p47,Seventeen studies met inclusion criteria,seitsemäntoista tutkimusta täytti osallistumiskriteerin
Phrase,p48,Appendix of Randomized Controlled Trials,satunnaistettujen kontrolloitujen kokeiden liite 
Phrase,p49,"Exclusions: Few, balanced between groups","poikkeukset：harvat，tasapainoinen ryhmien välillä"
Phrase,p50,Effectiveness of Population-Based Screening Programs,väestöpohjaisten seulontaohjelmien tehokkuus
Phrase,p51,Randomization: Individual volunteer (see NBSS-1),satunnaistaminen：yksittäinen vapaaehtoinen（ks. NBSS-1） 
Phrase,p52,Breast Cancer Screening Modalities—Beyond Mammography,rintasyövän seulontamenetelmät—mammografian lisäksi
Phrase,p53,Follow-up duration: 12 to14 years,seurannan kesto：12-14 vuotta
Phrase,p54,Women with limited life expectancy,naiset rajallisen elinajanodotteen kanssa
Phrase,p55,Study design : Descriptive population-based,tutkimussuunnitelma：kuvaava väestöpohjainen
Phrase,p56,Adapted from Altekruse et al.,muokattu Altekruse et al.:lta
Phrase,p57,Breast Cancer Diagnosis and Pathology,rintasyövän diagnoosi ja tautioppi
Phrase,p58,Assessment of Performance and Accuracy,suorituskyvyn ja tarkkuuden arviointi
Phrase,p59,Risk Factors for Breast Cancer,​riskitekijät rintasyövälle
Phrase,p60,Risk in Next 10 Years,riski seuraavien 10 vuoden aikana
Phrase,p61,Study Design : Two RCTs,​tutkimussuunnitelma: kaksi satunnaistettua kontrolloitua tutkimusta
Phrase,p62,Pathologic Diagnosis of Breast Cancer,​rintasyövän tautiopillinen diagnoosi
Phrase,p63,Breast Cancer Treatment and Pregnancy,rintasyövän hoito ja raskaus
Phrase,p64,Randomization: Cluster by birth date,satunnaistaminen：klusteri syntymäajan mukaan
Phrase,p65,Control: MMG at year 5,kontrolli：mekanomyografia 5 vuoden iässä  
Phrase,p66,Consistency of reports: Not applicable,raporttien johdonmukaisuus：ei sovellettavissa oleva
Phrase,p67,Medullary carcinomas may be similarly missed,kilpirauhasssyövät voidaan samalla tavalla jättää huomiotta 
Phrase,p68,Magnitude of Effect : No effect,vaikutuksen suuruus：ei vaikutusta
Phrase,p69,Consistency and External Validity: Poor,​johdonmukaisuus ja ulkoinen oikeellisuus：heikko
Phrase,p70,"Single-read first three rounds, then double-read","ensimmäiset kolme kierrosta kertalukemalla, sitten kaksoislukemalla"
Phrase,p71,Women who have received thoracic radiation,rintakehän säteilytystä saaneet naiset
Phrase,p72,False-Positives Leading to Possible Additional Interventions,​väärin positiiviset johtavat mahdollisiin lisäväliintuloihin
Phrase,p73,Other research on BSE is limited,muut BSE-tutkimukset ovat rajallisia  
Phrase,p74,Internal Validity and Consistency: Fair,sisäinen oikeellisuus ja johdonmukaisuus：reilu
Phrase,p75,Contamination: 26.4% in usual care group,saastuminen：26.4% tavallisessa hoitoryhmässä
Phrase,p76,Such results have not been observed,tällaisia tuloksia ei ole havaittu
Phrase,p77,Intervention: Annual two-view MMG and CBE,interventio: vuosittainen kaksikerroksinen MMG ja CBE 
Phrase,p78,Several CAD systems are in use,useita CAD-järjestelmiä on käytössä 
Phrase,p79,Positioning of the woman is important,naisen asento on tärkeä
Phrase,p80,Analysis: Both evaluation and follow-up methods,analyysi：sekä arviointi- että seurantamenetelmät
Phrase,p81,Age at entry: 45 to 64 years,ikä tulohetkellä：45-64 vuotta
Phrase,p82,Contamination: 16.9% of the CBE only group,saastuminen：vain 16.9% CBE-ryhmästä                                    
Phrase,p83,The Swedish meta-analysis resolved these questions appropriately,ruotsalainen meta-analyysi ratkaisi nämä kysymykset asianmukaisesti
Phrase,p84,Breast Cancer Surveillance Consortium (BCSC) Web site,rintasyövän seurantaryhmittymän（BSCS）verkkosivusto 
Phrase,p85,Age at entry: 39 to 59 years,ikä tulohetkellä：39-59 vuotta
Phrase,p86,Lifetime Risk of a Breast Cancer Diagnosis,rintasyöpädiagnoosin elinikäinen riski
Phrase,p87,Age at entry: 50 to 59 years,ikä tulohetkellä：50-59 vuotta
Phrase,p88,Age at entry: 45 to 69 years,ikä tulohetkellä：45-69 vuotta
Phrase,p89,Age at entry: 40 to 64 years,ikä tulohetkellä：40-64 vuotta
Phrase,p90,"Sample size: 23,226 study and 21,904 control","näytekoko：23,226 tutkimusta ja 21,904 kontrollia"
Phrase,p91,Age at entry: 39 to 41 years,ikä tulohetkellä：39-41 vuotta
Phrase,p92,"Sample size: 21,088 study and 21,195 control","näytekoko：21,088 tutkimusta ja 21,195 kontrollia"
Phrase,p93,"Study Design : Two RCTs, cohort studies",​​"tutkimussuunnitelma：kaksi satunnaistettua kontrolloitua tutkimusta"
Phrase,p94,Linked to Swedish Cause of Death Registry,linkitetty ruotsalaiseen kuolinsyyrekisteriin
Phrase,p95,Characteristics of Cancers Detected by Screening Mammography,seulontamammografialla havaittujen syöpien ominaisuudet
Phrase,p96,Other risk factors and risk prediction models,muut riskitekijät ja riskien ennustemallit
Phrase,p97,Age at entry: 40 to 74 years,ikä tulohetkellä：40-74 vuotta
Phrase,p98,DCIS is most often diagnosed by mammography,DCIS on useimmiten diagnostisoitu mammografialla                     
Phrase,p99,"Mammography screening rates, however, were generally low","mammografiaseulonnan luvut olivat kuitenkin yleensä alhaiset"
Phrase,p100,Treatment of these cancers would constitute overtreatment,näiden syöpien hoito olisi ylihoitoa
Phrase,p101,Table 1. Risk of Breast Cancer Diagnosis,taulu 1. rintasyöpädiagnoosin riski
Phrase,p102,One Sv is equivalent to 200 mammograms,yksi Sv vastaa 200 mammografiaa
Phrase,p103,Age at entry: 40 to 49 years,ikä tulohetkellä：40-49 vuotta
Phrase,p104,Cause of death attribution: Cancer Registry Data,kuolinsyy：syöpärekisterin tiedot
Phrase,p105,Individuals With Little to Gain from Screening,vähän hyötyä seulonnasta saavat yksilöt
Phrase,p1,Gastroesophageal reflux/Barrett esophagus,ruokatorven refluksi/ruokatorven solurakenteen muutos
Phrase,p2,Esophageal Cancer Screening,ruokatorven syövän seulonta
Phrase,p3,Esophageal Cancer Prevention,ruokatorven syövän ehkäisy
Phrase,p4,Squamous Cell Carcinoma,levyepiteelisyöpä
Phrase,p5,Esophageal Cancer (PDQ®): Prevention,ruokatorven syöpä (PDQ®): ehkäisy
Phrase,p6,Internal Validity : Fair,sisäinen oikeellisuus：reilu
Phrase,p7,Consistency : Large study,johdonmukaisuus：suuri tutkimus
Phrase,p8,Consistency : Multiple studies,johdonmukaisuus：moninaiset tutkimukset
Phrase,p9,Consistency : Single study,johdonmukaisuus：yksittäinen tutkimus
Phrase,p10,Aspirin and nonsteroidal anti-inflammatory drugs,aspiriini ja ei-steroidiset tulehduslääkkeet
Phrase,p11,"Tobacco, Alcohol, and Dietary Factors","tupakka,alkoholi ja ruokavaliotekijät"
Phrase,p12,Avoidance of tobacco and alcohol,tupakan ja alkoholin välttäminen
Phrase,p13,Consistency : Good; multiple studies,johdonmukaisuus：hyvä; moninaiset tutkimukset
Phrase,p14,Radiofrequency Ablation in Dysplastic Barrett Esophagus,kasvaimen kokoa minimaalisesti pienentävä poistaminen epänormaalissa Barrettin ruokatorven limakalvon vauriossa 
Phrase,p15,Aspirin and nonsteroidal anti-inflammatory drug use,aspiriinin ja ei-steroidisen tulehduslääkkeen käyttö 
Phrase,p16,The risk declines with smoking cessation,riski pienenee tupakoinnin lopettamisen kanssa
Phrase,p17,Ablation of Barrett Esophagus With Dysplasia,Barrettin ruokatorven limakalvon poistaminen dysplasian kanssa 
Phrase,p18,Helicobacter pylori infection and gastric atrophy,helikobakteeri-infektio ja vatsalaukun atrofia
Phrase,p19,The epidemiology of these types varies markedly,näiden tyyppien epidemiologia vaihtelee huomattavasti
Phrase,p20,Study Design : Ecologic and descriptive studies,tutkimussuunnitelma：ekologiset ja kuvailevat tutkimukset
Phrase,p1,Recurrent Esophageal Cancer,uusiutuva ruokatorven syöpä
Phrase,p2,"New cases: 17,990","uudet tapaukset：17,990"
Phrase,p3,Tumor invades adventitia,kasvain tunkeutuu vatsalaukun ulompaan kerrokseen
Phrase,p4,Preoperative Chemotherapy Alone,leikkausta edeltävä kemoterapia yksin
Phrase,p5,Metaplastic columnar epithelium,solujen korvautuminen epiteelisoluilla
Phrase,p6,recurrent esophageal cancer,uusiutuva ruokatorven syöpä
Phrase,p7,Preoperative Chemoradiation Therapy,leikkausta edeltävä kemosäteilytyshoito
Phrase,p8,Tumor invades submucosa,kasvain tunkeutuu limakalvon alla olevaan tukikudokseen
Phrase,p9,Esophageal Cancer Treatment,ruokatorven syövän hoito
Phrase,p10,stage II esophageal cancer,vaiheen II ruokatorven syöpä
Phrase,p11,stage IV esophageal cancer,vaiheen IV ruokatorven syöpä
Phrase,p12,Tumor invades adjacent structures,kasvain tunkeutuu viereisiin rakenteisiin
Phrase,p13,stage I esophageal cancer,vaiheen I ruokatorven syöpä
Phrase,p14,Esophageal Cancer (PDQ®): Treatment,ruokatorven syöpä (PDQ®): hoito​
Phrase,p15,Nutrition in Cancer Care,ravitsemus syöpähoidossa
Phrase,p16,Stage III Esophageal Cancer,vaiheen III ruokatorven syöpä
Phrase,p17,Stage II Esophageal Cancer,vaiheen II ruokatorven syöpä
Phrase,p18,Stage I Esophageal Cancer,vaiheen I ruokatorven syöpä
Phrase,p19,Stage IV Esophageal Cancer,vaiheen IV ruokatorven syöpä
Phrase,p20,Tumor invades muscularis propria,kasvain tunkeutuu lihaskudoskerroksiin
Phrase,p21,Chemoradiation with subsequent surgery,kemosäteilytys sitä seuraavan leikkauksen kanssa
Phrase,p22,Stage 0 Esophageal Cancer,vaiheen 0 ruokatorven syöpä
Phrase,p23,HGD = high-grade dysplasia,HGD = korkea-asteinen dysplasia
Phrase,p24,stage III esophageal cancer,vaiheen III ruokatorven syöpä
Phrase,p25,stage 0 esophageal cancer,vaiheen 0 ruokatorven syöpä
Phrase,p26,Table 4. Anatomic Stage/Prognostic Groups,taulu 4. anatominen vaihe/ennusteryhmät
Phrase,p27,Table 3. Distant Metastasis (M),taulu 3. etäinen etäpesäke（M）        
Phrase,p28,OS was the primary outcome,OS oli ensisijainen tulos
Phrase,p29,Stage Information for Esophageal Cancer,vaihetieto ruokatorven syöpään
Phrase,p30,Cellular Classification of Esophageal Cancer,ruokatorven syövän soluluokittelu
Phrase,p31,General Information About Esophageal Cancer,yleistieto ​ruokatorven syövästä
Phrase,p32,Table 1. Primary Tumor (T),taulu 1. ensisijainen kasvain（T）                  
Phrase,p33,The optimal surgical procedure is controversial,optimaalinen kirurginen toimenpide on kiistanalainen
Phrase,p34,Table 2. Regional Lymph Nodes (N),taulu 2. alueelliset imusolmukkeet（N）      
Phrase,p35,Nd:YAG endoluminal tumor destruction or electrocoagulation,Nd:YAG solukalvokasvaimen tuhoutuminen tai sähkökoagulaatio    
Phrase,p36,Endoscopic-placed stents to provide palliation of dysphagia,endoskoopilla asennettu putki tuottaa nielemisvaikeuden lieventymisen
Phrase,p37,Clinical trials evaluating single-agent or combination chemotherapy,kliiniset kokeet arvioivat yhtä ainetta tai yhdistelmäkemoterapiaa
Phrase,p38,Metaplastic intestinal epithelium with typical goblet cells,suoliston epiteelisolujen korvautuminen tyypillisillä ohutsuolen soluilla
Phrase,p39,Many agents are active in esophageal cancer,monet aineet vaikuttavat ruokatorven syöpään
Phrase,p40,"Resectable tumor invading pleura, pericardium, or diaphragm","leikkauksella poistettavissa oleva kasvain tunkeutuu keuhkoputkeen, sydänpussiin tai palleaan"
Phrase,p41,Intraluminal brachytherapy to provide palliation of dysphagia,ruokatorven sisäinen sädehoito nielemisvaikeuden lievittämiseksi
Phrase,p42,Tumor invades lamina propria or muscularis mucosae,kasvain tunkeutuu limakalvon peittävän kudoskerroksen alle tai limakalvon ohueen lihaskerrokseen
Phrase,p1,PRETEXT stage 4,esihoidon laajuus vaihe 4
