type,id,en_description,ur_description
Phrase,p82,No regional lymph node metastases,علاقائی لمف نوڈ میٹاسٹیسیز نہیں  
Phrase,p83,Cycle Number and Duration (d),سائیکل نمبر اور مدت (دن)  
Phrase,p84,Late toxic effects of radiation,تابکاری کے دیرپا زہریلے اثرات  
Phrase,p85,lobular breast carcinoma in situ,چھاتی کا لوبیولر کارسینوما ان سیچو  
Phrase,p86,Docetaxel plus trastuzumab and pertuzumab,ڈوکیٹیکسل پلس ٹراسٹوزوماب اور پرٹوزوماب  
Phrase,p87,"Dose-intensity, dose-density, and high-dose chemotherapy","خورہ کی شدت، کثافت، اور ہائی ڈوز  کیمیائی علاج"  
Phrase,p88,"Ovarian ablation, tamoxifen, and chemotherapy","بیضہ دانی کی تخریب، ٹاموکسفین، اور  کیمیائی علاج"  
Phrase,p89,The stage of the disease,بیماری کا مرحلہ  
Phrase,p90,ER and PR status testing,ای آر اور پی آر کی حالت کی جانچ  
Phrase,p91,Breast-conserving surgery without radiation therapy,ریڈی ایشن علاج کے بغیر چھاتی کے تحفظ کی سرجری  
Phrase,p92,Added Pertuzumab as a new subsection,نیا ذیلی عنوان: پرٹوزوماب کا اضافہ  
Phrase,p93,Tumors with an extensive intraductal component,وسیع انٹرادکٹل جزو والے رسولیز  
Phrase,p94,Tumor >50 mm in greatest dimension,رسولی کا زیادہ سے زیادہ سائز >50 ملی میٹر  
Phrase,p95,Total mastectomy with or without tamoxifen,مکمل ماسٹیکٹومی ٹاموکسفین کے ساتھ یا بغیر  
Phrase,p96,Cardiac toxic effects with adjuvant trastuzumab,ایجوانٹ ٹراسٹوزوماب کے ساتھ دل کے زہریلے اثرات  
Phrase,p97,No difference in OS was observed, کل بقا میں کوئی فرق نہیں دیکھا گیا   
Phrase,p98,Shorter hypofractionation schemes achieve comparable results,چھوٹے ہائپوفرکشنیشن اسکیمز بھی اتنے ہی اچھے نتائج دیتے ہیں۔
Phrase,p99,Tumor ≤1 mm in greatest dimension,رسولی کا سب سے بڑا قطر ≤1 ملی میٹر ہے۔
Phrase,p100,Metastases in ipsilateral infraclavicular lymph node(s),متاستاسز ہم طرفی انفرایکلیویکولر لمف نوڈ میں۔
Phrase,p101,Treatment Options for Patients With DCIS,ڈی سی آئی ایس والے مریضوں کے لیے علاج کے اختیارات۔
Phrase,p102,Metastases in ipsilateral supraclavicular lymph node(s),متاستاسز ہم طرفی سپراکلیویکولر لمف نوڈ میں۔ 
Phrase,p103,Metastases in 4–9 axillary lymph nodes,متاستاسز 4–9 ایکزیلری لمف نوڈز میں۔
Phrase,p104,Metastases in 1–3 axillary lymph nodes,متاستاسز 1–3 ایکزیلری لمف نوڈز میں۔
Phrase,p105,Genetics of Breast and Ovarian Cancer,چھاتی اور بیضہ دانی کے سرطان کی جینیات
Phrase,p106,Low Risk (Has All Listed Factors),کم خطرہ (درج شدہ تمام عوامل موجود ہوں)
Phrase,p107,Timing of Primary and Adjuvant Therapy,ابتدائی اور ضمنی علاج کا وقت۔
Phrase,p108,Metastases in ipsilateral supraclavicular lymph nodes,متاستاسز ہم طرفی سپراکلیویکولر لمف نوڈز میں۔
Phrase,p109,Treatment Options for Patients With LCIS,ایل سی آئی ایس والے مریضوں کے لیے علاج کے اختیارات۔
Phrase,p110,Metastases in ≥10 axillary lymph nodes,متاستاسز ≥10 ایکزیلری لمف نوڈز میں۔
Phrase,p111,Tumor ≤20 mm in greatest dimension,رسولی سب سے بڑی جہت میں ≤20 ملی میٹر ہے۔
Phrase,p112,Slightly more than 20% had received chemotherapy, بیِس فیصد سے زیادہ مریضوں نے  کیمیائی علاج حاصل کی تھی۔
Phrase,p113,"Stage IV, Recurrent, and Metastatic Breast Cancer",مرحلہ چار، دوبارہ ہونے والا، اور میٹاسٹیٹک چھاتی کا سرطان۔
Phrase,p114,Final results of this trial are pending,اس آزمائش کے حتمی نتائج زیر التوا ہیں۔
Phrase,p115,No regional lymph node metastasis identified histologically,کوئی علاقائی لمف نوڈ میٹاسٹاسز ہسٹولوجیکلی شناخت نہیں ہوا۔
Phrase,p116,Oral Complications of Chemotherapy and Head/Neck Radiation, کیمیائی علاج اور سر/گردن کی شعاعوں کے منہ سے متعلق پیچیدگیاں۔
Phrase,p117,"Proliferative capacity of the tumor (e.g., Ki67)",رسولی کی افزایشی صلاحیت (مثال کے طور پر، کے آئی 67)۔
Phrase,p1,Pylori infection eradication,پائلوری انفیکشن کا خاتمہ۔
Phrase,p2,H. pylori infection eradication,پائلوری انفیکشن کا مکمل خاتمہ۔
Phrase,p3,Stomach (Gastric) Cancer (PDQ®): Prevention, معدے (گیسٹرک) کا سرطان (PDQ®): روک تھام۔
Phrase,p4,Consistency: Small number of studies,مستقل مزاجی: کم تعداد میں مطالعات۔
Phrase,p1,Okuda Staging System,اوکُودا اسٹیجنگ سسٹم۔
Phrase,p2,Treatment option overview--legacy,علاج کے اختیارات کا جائزہ—روایتی۔
Phrase,p3,Treatment by stage--legacy,مرحلہ کے مطابق علاج—روایتی۔
Phrase,p4,Alpha-fetoprotein (AFP) levels,ا الفا فیٹو پروٹین (AFP) کی سطحیں۔
Phrase,p5,adult primary liver cancer,بالغوں کا بنیادی جگر کا سرطان۔
Phrase,p6,Liver (Hepatocellular) Cancer Screening,جگر (ہیپاٹوسیلولر) سرطان کی اسکریننگ۔
Phrase,p7,Multiple tumors >5 cm,متعدد ٹیومر 5 سینٹی میٹر سے زیادہ۔
Phrase,p8,Regional lymph node metastasis,علاقائی لمف نوڈ میٹاسٹاسز۔
Phrase,p9,Histologic classification is as follows:,ہسٹولوجیکل درجہ بندی درج ذیل ہے:
Phrase,p10,Table 1. Primary Tumor (T),جدول 1۔ بنیادی ٹیومر (ٹی)
Phrase,p11,Table 4. Anatomic Stage/Prognostic Groups,جدول 4۔ تشریحی مرحلہ/پیشگوئی گروپس۔
Phrase,p12,Hepatoblastoma rarely occurs in adults,ہیپاٹوبلاسٹوما شاذ و نادر ہی بالغوں میں ہوتا ہے۔
Phrase,p13,Natural History and Prognostic Factors,قدرتی تاریخ اور پیشگوئی عوامل۔
Phrase,p14,Solitary tumor without vascular invasion,وا سکولر حملے کے بغیر واحد ٹیومر۔
Phrase,p15,Adult Primary Liver Cancer (PDQ®): Treatment,بالغوں کے بنیادی جگر کے سرطان (PDQ®): علاج۔
Phrase,p16,Table 2. Regional Lymph Nodes (N),جدول 2۔ علاقائی لمف نوڈز (این)۔
Phrase,p17,The etiology of HCC is likely multifactorial,ایچ سی سی کی وجوہات ممکنہ طور پر متعدد عوامل پر مشتمل ہیں۔
Phrase,p18,Cellular Classification of Adult Primary Liver Cancer,بالغوں کے بنیادی جگر کے سرطان کی خلیاتی درجہ بندی۔
Phrase,p19,Barcelona Clinic Liver Cancer (BCLC) Staging System,بارسلونا کلینک جگر سرطان (BCLC) اسٹیجنگ سسٹم۔
Phrase,p20,General Information About Adult Primary Liver Cancer,بالغوں کے بنیادی جگر کے سرطان کے بارے میں عمومی معلومات۔
Phrase,p21,Stage Information for Adult Primary Liver Cancer,بالغوں کے بنیادی جگر کے سرطان کے لیے مرحلہ کی معلومات۔
Phrase,p1,Treatment by stage--legacy,مرحلہ کے مطابق علاج—روایتی۔
Phrase,p2,Gastric adenomatous polyps,معدے کے ایڈینوماٹوس پولپس۔
Phrase,p3,"New cases: 21600",نئے کیسز: 21600
Phrase,p4,Definitions of TNM,TNM کی تعریفیں۔
Phrase,p5,Familial adenomatous polyposis,خاندانی ایڈینوماٹوس پولیپوسس۔
Phrase,p6,Chronic atrophic gastritis,دائمی ایٹروفک گیسٹرائٹس۔
Phrase,p7,Helicobacter pylori gastric infection,ہیلی کوبیکٹر پائلوری معدے کا انفیکشن۔
Phrase,p8,Stage II Gastric Cancer,مرحلہ دوم معدے کا سرطان۔
Phrase,p9,Further follow-up is anticipated,مزید فالو اپ متوقع ہے۔
Phrase,p10,Stage III Gastric Cancer,مرحلہ سوم معدے کا سرطان۔
Phrase,p11,stage I gastric cancer,مرحلہ اوّل معدے کا سرطان۔
Phrase,p12,Stage I Gastric Cancer,مرحلہ اول معدے کا سرطان۔
Phrase,p13,Table 3. Distant Metastasis,جدول 3۔ دور دراز میٹاسٹاسز۔
Phrase,p14,Gastrointestinal Stromal Tumors Treatment,گاسٹروانٹیسٹائنل اسٹرومل ٹیومرز کا علاج۔
Phrase,p15,stage 0 gastric cancer,مرحلہ صفر معدے کا سرطان۔
Phrase,p16,Stage 0 Gastric Cancer,مرحلہ صفر معدے کا سرطان۔
Phrase,p17,Tumor invades adjacent structures,ٹیومر قریبی ساختوں پر حملہ کرتا ہے۔
Phrase,p18,Tumor invades muscularis propria,ٹیومر مسکیولیرس پروپریا پر حملہ کرتا ہے۔
Phrase,p19,stage III gastric cancer,مرحلہ سوم معدے کا سرطان۔
Phrase,p20,stage IV gastric cancer,مرحلہ چہارم معدے کا سرطان۔
Phrase,p21,stage II gastric cancer,مرحلہ دوم معدے کا سرطان۔
Phrase,p22,Gastric Cancer (PDQ®): Treatment,معدے کا سرطان (PDQ®): علاج۔
Phrase,p23,Tumor invades serosa (visceral peritoneum),ٹیومر سیروسا (ویسریل پیریٹونیم) پر حملہ کرتا ہے۔
Phrase,p24,Table 4. Anatomic Stage/Prognostic Groups,جدول 4۔ تشریحی مرحلہ/پیشگوئی گروپس۔
Phrase,p25,General Information About Gastric Cancer,معدے کے سرطان کے بارے میں عمومی معلومات۔
Phrase,p26,Stage Information for Gastric Cancer,معدے کے سرطان کے لیے مرحلہ کی معلومات۔
Phrase,p27,Table 1. Primary Tumor (T),جدول 1۔ بنیادی ٹیومر (ٹی)۔
Phrase,p28,Menetrier disease (giant hypertrophic gastritis),مینٹریئر بیماری (دیو ہیکل ہائپرٹروفک گیسٹرائٹس)۔
Phrase,p29,Cellular Classification of Gastric Cancer,معدے کے سرطان کی خلیاتی درجہ بندی۔
Phrase,p30,Family history of gastric cancer,معدے کے سرطان کی خاندانی تاریخ۔
Phrase,p31,No evidence of primary tumor,بنیادی ٹیومر کا کوئی ثبوت نہیں۔
Phrase,p32,No regional lymph node metastasis,کوئی علاقائی لمف نوڈ میٹاسٹاسز نہیں۔
Phrase,p33,Regional lymph node(s) cannot be assessed,علاقائی لمف نوڈز کا اندازہ نہیں لگایا جا سکتا۔
Phrase,p34,Diet low in fruits and vegetables,پھلوں اور سبزیوں میں کم مقدار والی خوراک۔
Phrase,p35,Metastases in ≥16 regional lymph nodes,علاقائی لمف نوڈز میں ≥16 میٹاسٹاسز۔
Phrase,p36,Stage IV and Recurrent Gastric Cancer,مرحلہ چہارم اور دوبارہ ہونے والا معدے کا سرطان۔
Phrase,p37,Metastases in 7–15 regional lymph nodes,علاقائی لمف نوڈز میں 7–15 میٹاسٹاسز۔
Phrase,p38,Table 2. Regional Lymph Nodes (N),جدول 2۔ علاقائی لمف نوڈز (این)۔
Phrase,p39,Ongoing studies are evaluating these newer regimens,جاری مطالعات ان نئے نسخوں کا جائزہ لے رہی ہیں۔
Phrase,p40,Patients were randomized in a 1:1 fashion,مریضوں کو 1:1 کے تناسب میں تصادفی طور پر تقسیم کیا گیا۔
Phrase,p41,Tumor invades lamina propria or muscularis mucosae,ٹیومر لامینا پروپر یا مسکیولیرس میوکوسا پر حملہ کرتا ہے۔
Phrase,p42,An American series has confirmed these results,ایک امریکی سیریز نے ان نتائج کی تصدیق کی ہے۔
Phrase,p43,Time-to-treatment progression (TTP) was the primary endpoint,علاج کی پیش رفت کا وقت (TTP) بنیادی اختتام تھا۔
Phrase,p1,Hepatitis C virus,ہیپاٹائٹس سی وائرس۔
Phrase,p2,Rationale for Screening,اسکریننگ کے لیے جواز۔
Phrase,p3,Dominant Geographical Area,غالب جغرافیائی علاقے۔
Phrase,p4,Hepatitis B virus,ہیپاٹائٹس بی وائرس۔
Phrase,p5,Evidence of Harms,نقصانات کا ثبوت۔
Phrase,p6,Likely Etiology of HCC,ایچ سی سی کی ممکنہ وجوہات۔
Phrase,p7,Liver (Hepatocellular) Cancer Screening,جگر (ہیپاٹوسیلولر) سرطان کی اسکریننگ۔
Phrase,p8,Study Design: Randomized controlled trials,مطالعہ کا ڈیزائن: تصادفی کنٹرولڈ ٹرائلز۔
Phrase,p9,The CI was near 1.0,سی آئی 1.0 کے قریب تھا۔
Phrase,p10,"Incidence, Mortality, and Risk Factors","وقوع، اموات، اور خطرے کے عوامل"۔
Phrase,p11,Intention-to-treat analysis was not used,علاج کرنے کی نیت کے تجزیے کا استعمال نہیں کیا گیا۔
Phrase,p12,Liver (Hepatocellular) Cancer (PDQ®): Screening,جگر (ہیپاٹوسیلولر) سرطان (PDQ®): اسکریننگ۔
Phrase,p13,Assessment of outcome was not blinded,نتائج کا جائزہ اندھیرے میں نہیں لیا گیا تھا۔
Phrase,p14,The results varied in different publications,نتائج مختلف اشاعتوں میں مختلف تھے۔
Phrase,p15,Efficacy of Screening and Surveillance Programs,اسکریننگ اور نگرانی کے پروگراموں کی تاثیر۔
Phrase,p16,Generalizability to other populations is uncertain,دوسری آبادیوں پر اس کی عامیت غیر یقینی ہے۔
Phrase,p17,"Consistency: Multiple studies, large number of participants",مستقل مزاجی: متعدد مطالعات، بڑی تعداد میں شرکاء۔
Phrase,p18,The comparison group was not actively followed,موازنہ گروپ کی فعال نگرانی نہیں کی گئی۔
Phrase,p19,"The PPVs were 14% and 73%, respectively","پی پی وی 14 فیصد اور 73 فیصد تھے، بالترتیب۔"
Phrase,p1,Digital Rectal Examination,ڈیجیٹل ریکٹل معائنہ۔
Phrase,p2,Levels of Evidence,ثبوت کی سطحیں۔
Phrase,p3,Studies in progress,جاری مطالعات۔
Phrase,p4,Reviewers and Updates,جائزہ لینے والے اور اپ ڈیٹس۔
Phrase,p5,Relative Mortality Reduction,متعلقہ اموات میں کمی۔
Phrase,p6,Randomized controlled studies,تصادفی کنٹرولڈ مطالعات۔
Phrase,p7,Digital Rectal Exam,ڈیجیٹل ریکٹل معائنہ۔
Phrase,p8,Evidence of Harms,نقصانات کا ثبوت۔
Phrase,p9,Magnitude of Effects,اثر کا حجم۔
Phrase,p10,Positivity Rate (%),مثبتیت کی شرح (فیصد)۔
Phrase,p11,Fecal Occult Blood Test,فیکیول آکلت بلڈ ٹیسٹ۔
Phrase,p12,Colorectal Cancer (PDQ®): Screening,کولوریکٹل سرطان (PDQ®): اسکریننگ۔
Phrase,p13,N/A = not available,N/A = دستیاب نہیں۔
Phrase,p14,Computed Tomographic (CT) Colonography,کمپیوٹڈ ٹوموگرافک (CT) کولونوگرافی۔
Phrase,p15,Stool DNA Mutation Tests,اسٹول ڈی این اے میوٹیشن ٹیسٹس۔
Phrase,p16,Ecologic and descriptive studies,ماحولیاتی اور وضاحتی مطالعات۔
Phrase,p17,Fecal Occult Blood Test (FOBT),فیکیول آکلت بلڈ ٹیسٹ (FOBT)۔
Phrase,p18,Fecal Occult Blood Testing (FOBT),فیکیول آکلت بلڈ ٹیسٹنگ (FOBT)۔
Phrase,p19,About 60%–70% for left colon,بائیں قولون کے لیے تقریباً 60–70 فیصد۔
Phrase,p20,"be discussed at a meeting,","ایک میٹنگ میں زیرِ بحث لایا جائے،"
Phrase,p21,"Case-control studies, RCTs in progress","کیس کنٹرول مطالعہ، آر سی ٹیز زیرِ عمل"
Phrase,p22,RCT = randomized controlled trial,آر سی ٹی = تصادفی کنٹرولڈ ٹرائل
Phrase,p23,Evidence about lesion detection rate,لیژن کی تشخیص کی شرح کے بارے میں شواہد
Phrase,p24,Evidence about colorectal cancer reduction,قولون و مستقیمی سرطان میں کمی کے بارے میں شواہد
Phrase,p25,Combination of FOBT and Flexible Sigmoidoscopy,ایف او بی ٹی اور لچکدار سگموئڈوسکوپی کا مجموعہ
Phrase,p26,Evidence about colorectal cancer mortality reduction,قولون و مستقیمی سرطان کی اموات میں کمی کے بارے میں شواہد
Phrase,p27,The primary endpoint was CRC-specific mortality,بنیادی اختتامی نقطہ قولون و مستقیمی سرطان سے مخصوص اموات تھا
Phrase,p28,Nearly 92% of tests were rehydrated,تقریباً 92 فیصد ٹیسٹوں کو دوبارہ ہائیڈریٹ کیا گیا
Phrase,p29,Specificity declined from 97.8% to 96%,خصوصیت 97.8 فیصد سے کم ہو کر 96 فیصد رہ گئی
Phrase,p30,Magnitude of Effects on Surrogate Endpoints,سرروگیٹ اختتامی نقاط پر اثرات کا حجم
Phrase,p31,Attendance in this study was 65%,اس مطالعے میں شرکت کی شرح 65 فیصد تھی
Phrase,p32,Newer FOBTs: Nonrandomized Controlled Trial Evidence,نئے ایف او بی ٹیز: غیر تصادفی کنٹرولڈ ٹرائل کے شواہد
Phrase,p33,Virtual Colonoscopy (Computed Tomographic [CT] Colonography),ورچوئل کولونوسکوپی (کمپیوٹڈ ٹوموگرافک [CT] کولونوگرافی)
Phrase,p34,Results were summarized in two systematic reviews,نتائج کو دو نظامی جائزوں میں خلاصہ کیا گیا تھا
Phrase,p35,Extracolonic abnormalities are common in CT colonography,سی ٹی کولونوگرافی میں کولون سے باہر کی غیر معمولیت عام ہیں
Phrase,p36,iFOBT detects >60% and ≤90% of CRCs,iFOBT کولوریکٹل سرطان کے 60% سے زیادہ اور 90% سے کم یا برابر کی تشخیص کرتا ہے
Phrase,p37,There was no effect on all-cause mortality,تمام وجوہات کی اموات پر کوئی اثر نہیں تھا
Phrase,p38,Detection of DNA Mutations in the Stool,پاخانے میں ڈی این اے کی تبدیلیوں کی تشخیص
Phrase,p39,Follow-up ranged from 6 to 13 years,فالو اپ کی مدت 6 سے 13 سال تھی
Phrase,p40,Specificity was 86% and PPV was 23%,خصوصیت 86% اور مثبت پیشگوئی قدر 23% تھی
Phrase,p1,External Validity: Poor,بیرونی درستگی: کم
Phrase,p2,Barium-meal gastric photofluorography,بیریم کھانے کی معدے کی فوٹو فلوروگرافی
Phrase,p3,Internal Validity : Fair,داخلی درستگی: مناسب
Phrase,p4,External Validity : Poor,بیرونی درستگی: کم
Phrase,p5,Stomach (Gastric) Cancer Screening,معدے (گیسٹرک) سرطان کی اسکریننگ
Phrase,p6,Consistency : Inadequate evidence,مطابقت: ناکافی ثبوت
Phrase,p7,Stomach (Gastric) Cancer (PDQ®): Screening,معدے (گیسٹرک) سرطان (PDQ®): اسکریننگ
Phrase,p8,Evidence of Harm Associated With Screening,اسکریننگ سے منسلک نقصان کے ثبوت
Phrase,p9,Clinical considerations for high risk groups,اعلیٰ خطرہ گروپس کے لیے کلینیکل غور و فکر
Phrase,p10,Consistency : Poor in prospective studies,مطابقت: امکانی مطالعات میں کم
Phrase,p1,False positive exams,غلط مثبت امتحانات
Phrase,p2,Lung Cancer Screening,پھیپھڑوں کے سرطان کی اسکریننگ
Phrase,p3,Lung Cancer (PDQ®): Screening,پھیپھڑوں کا سرطان (PDQ®): اسکریننگ
Phrase,p4,Description of the Evidence,ثبوت کی تفصیل
Phrase,p5,Study Design : Randomized controlled trials,مطالعہ کا ڈیزائن: بے ترتیب کنٹرول ٹرائلز
Phrase,p6,Evidence of Benefit Associated With Screening,اسکریننگ سے منسلک فائدے کے ثبوت
Phrase,p7,Two included sputum cytology as well,دو میں بلغم کی سائٹالوجی بھی شامل تھی
Phrase,p8,Screening by low-dose helical computed tomography,کم خوراک ہیلیکل کمپیوٹڈ ٹوموگرافی کے ذریعے اسکریننگ
Phrase,p9,Evidence of No Benefit Associated With Screening,اسکریننگ سے کوئی فائدہ نہ ہونے کے ثبوت
Phrase,p10,Evidence of no benefit associated with screening,اسکریننگ سے منسلک کوئی فائدہ نہ ہونے کے ثبوت
Phrase,p11,Screening by chest x-ray and/or sputum cytology,چیسٹ ایکس رے اور/یا بلغم کی سائٹالوجی کے ذریعے اسکریننگ
Phrase,p1,Mammography and CAD,میموگرافی اور CAD
Phrase,p2,Magnetic Resonance Imaging,مقناطیسی گونج امیجنگ
Phrase,p3,Compliance: 89% participation,پیروی: 89% شرکت
Phrase,p4,Control: Usual care,کنٹرول: معمول کی دیکھ بھال
Phrase,p5,External audit: None,بیرونی آڈٹ: کوئی نہیں
Phrase,p6,Screening With Mammography,میموگرافی کے ساتھ اسکریننگ 
Phrase,p7,Compliance: 61% screened,پیروی: 61% اسکرین شدہ
Phrase,p8,Compliance: 89% screened,پیروی: 89% اسکرین شدہ
Phrase,p9,Randomized controlled trials,بے ترتیب کنٹرول ٹرائلز
Phrase,p10,Compliance: 82% screened,پیروی: 82% اسکرین شدہ
Phrase,p11,Consistency : Fair,مطابقت: مناسب
Phrase,p12,Summary of RCTs,بے ترتیب کنٹرول ٹرائلز کا خلاصہ
Phrase,p13,Dense breast tissue,بریسٹ کا گھنا بافت
Phrase,p14,External audit: No,بیرونی آڈٹ: نہیں
Phrase,p15,Prior radiation therapy,پہلے کی ریڈی ایشن تھراپی
Phrase,p16,Clinical Breast Examination,کلینیکل بریسٹ امتحان
Phrase,p17,Benefit of Mammography,میموگرافی کا فائدہ 
Phrase,p18,BCSC Web site,BCSC ویب سائٹ
Phrase,p19,Control: Annual CBE,کنٹرول: سالانہ CBE
Phrase,p20,Exclusions: Inconsistently reported,اخراج: غیر مستقل طور پر رپورٹ شدہ
Phrase,p21,External audit: Yes,بیرونی آڈٹ: ہاں
Phrase,p22,Mammography—Variables Associated with Accuracy,میموگرافی — درستگی سے متعلق متغیرات
Phrase,p23,Follow-up duration: 12 years,فالو اپ مدت: 12 سال
Phrase,p24,External Validity : Poor,بیرونی درستگی: کم
Phrase,p25,Follow-up duration: 8 years,فالو اپ مدت: 8 سال
Phrase,p26,Breast Cancer Screening Modalities—Mammography,بریسٹ سرطان اسکریننگ کے طریقے — میموگرافی
Phrase,p27,Consistency of reports: Good,رپورٹوں کی مطابقت: اچھی
Phrase,p28,Ductal Carcinoma In Situ,ڈکٹل کارسینوما ان سیچو
Phrase,p29,Consistency of reports: Variable,رپورٹوں کی مطابقت: متغیر
Phrase,p30,Current Age (in Years),موجودہ عمر (سالوں میں)
Phrase,p31,Follow-up duration: 18 years,فالو اپ مدت: 18 سال
Phrase,p32,Evaluation of Breast Symptoms,بریسٹ کی علامات کا جائزہ 
Phrase,p33,Breast Cancer (PDQ®): Screening,بریسٹ سرطان (PDQ®): اسکریننگ
Phrase,p34,Breast Cancer Surveillance Consortium,بریسٹ سرطان سروریلنس کنسورشیم
Phrase,p35,Specificity and false-positive rate,خصوصیت اور غلط مثبت شرح
Phrase,p36,Description of the Evidence,ثبوت کی تفصیل
Phrase,p37,Breast Cancer Screening Concepts,بریسٹ سرطان اسکریننگ کے تصورات
Phrase,p38,Internal Validity : Good,داخلی درستگی: اچھی
Phrase,p39,Follow-up duration: 10 years,فالو اپ مدت: 10 سال
Phrase,p40,Mammography Description and Background,میموگرافی کی تفصیل اور پس منظر
Phrase,p41,Follow-up duration: 13 years,فالو اپ مدت: 13 سال
Phrase,p42,Harms of Screening Mammography,اسکریننگ میموگرافی کے نقصانات
Phrase,p43,Follow-up duration: 10.7 years,فالو اپ مدت: 10.7 سال
Phrase,p44,Personal history of breast cancer,بریسٹ سرطان کی ذاتی تاریخ
Phrase,p45,Comments: Randomization process was flawed,تبصرے: بے ترتیب عمل ناقص تھا
Phrase,p46,Breast cancer incidence and mortality,بریسٹ سرطان کے واقعات اور اموات
Phrase,p47,Seventeen studies met inclusion criteria,سترہ مطالعات نے شمولیت کے معیارات پر پورا اترا
Phrase,p48,Appendix of Randomized Controlled Trials,بے ترتیب کنٹرول ٹرائلز کا ضمیمہ
Phrase,p49,"Exclusions: Few, balanced between groups","اخراج: چند، گروپس کے درمیان متوازن"
Phrase,p50,Effectiveness of Population-Based Screening Programs,آبادی پر مبنی اسکریننگ پروگراموں کی تاثیر
Phrase,p51,Randomization: Individual volunteer (see NBSS-1),بے ترتیب انتخاب: انفرادی رضاکار (NBSS-1 دیکھیں)
Phrase,p52,Breast Cancer Screening Modalities—Beyond Mammography,بریسٹ سرطان اسکریننگ کے طریقے — میموگرافی سے آگے
Phrase,p53,Follow-up duration: 12 to14 years,فالو اپ مدت: 12 سے 14 سال
Phrase,p54,Women with limited life expectancy,محدود متوقع عمر والی خواتین
Phrase,p55,Study design : Descriptive population-based,مطالعہ کا ڈیزائن: آبادی پر مبنی توصیفی
Phrase,p56,Adapted from Altekruse et al,Altekruse et al سے اخذ کردہ
Phrase,p57,Breast Cancer Diagnosis and Pathology,بریسٹ سرطان کی تشخیص اور پیتھالوجی
Phrase,p58,Assessment of Performance and Accuracy,کارکردگی اور درستگی کا جائزہ
Phrase,p59,Risk Factors for Breast Cancer,بریسٹ سرطان کے خطرے کے عوامل
Phrase,p60,Risk in Next 10 Years,اگلے 10 سالوں میں خطرہ
Phrase,p61,Study Design : Two RCTs,مطالعہ کا ڈیزائن: دو RCTs
Phrase,p62,Pathologic Diagnosis of Breast Cancer,بریسٹ سرطان کی پیتھالوجیکل تشخیص
Phrase,p63,Breast Cancer Treatment and Pregnancy,بریسٹ سرطان کا علاج اور حمل
Phrase,p64,Randomization: Cluster by birth date,بے ترتیب انتخاب: تاریخ پیدائش کے گروہ
Phrase,p65,Control: MMG at year 5,کنٹرول: سال 5 میں MMG
Phrase,p66,Consistency of reports: Not applicable,رپورٹوں کی مطابقت: لاگو نہیں
Phrase,p67,Medullary carcinomas may be similarly missed,میڈولری کارسینوما بھی اسی طرح نظر انداز ہو سکتے ہیں
Phrase,p68,Magnitude of Effect : No effect,اثر کی شدت: کوئی اثر نہیں
Phrase,p69,Consistency and External Validity : Poor,مطابقت اور بیرونی درستگی: کم
Phrase,p70,"Single-read first three rounds, then double-read","پہلے تین راؤنڈز سنگل ریڈ، پھر ڈبل ریڈ"
Phrase,p71,Women who have received thoracic radiation,وہ خواتین جنہیں تھوراسک ریڈی ایشن ملی ہو
Phrase,p72,False-Positives Leading to Possible Additional Interventions,غلط مثبت نتائج جو اضافی اقدامات کا سبب بن سکتے ہیں
Phrase,p73,Other research on BSE is limited,BSE پر دیگر تحقیق محدود ہے
Phrase,p74,Internal Validity and Consistency : Fair,داخلی درستگی اور مطابقت: مناسب
Phrase,p75,Contamination: 26.4% in usual care group,آلودگی: معمول کی دیکھ بھال گروپ میں 26.4%
Phrase,p76,Such results have not been observed,ایسے نتائج مشاہدے میں نہیں آئے
Phrase,p77,Intervention: Annual two-view MMG and CBE,مداخلت: سالانہ دو نظارے والی MMG اور CBE
Phrase,p78,Several CAD systems are in use,کئی CAD نظام استعمال میں ہیں
Phrase,p79,Positioning of the woman is important,عورت کی پوزیشننگ اہم ہے
Phrase,p80,Analysis: Both evaluation and follow-up methods,تجزیہ: تشخیصی اور فالو اپ دونوں طریقے
Phrase,p81,Age at entry: 45 to 64 years,عمر عند اندراج: 45 سے 64 سال
Phrase,p82,Contamination: 16.9% of the CBE only group,آلودگی: صرف CBE گروپ کا 16.9%
Phrase,p83,The Swedish meta-analysis resolved these questions appropriately,سویڈش میٹا تجزیہ نے ان سوالات کو مناسب طریقے سے حل کیا
Phrase,p84,Breast Cancer Surveillance Consortium (BCSC) Web site,بریسٹ سرطان سروریلنس کنسورشیم (BCSC) ویب سائٹ
Phrase,p85,Age at entry: 39 to 59 years,عمر عند اندراج: 39 سے 59 سال
Phrase,p86,Lifetime Risk of a Breast Cancer Diagnosis,زندگی بھر بریسٹ سرطان کی تشخیص کا خطرہ
Phrase,p87,Age at entry: 50 to 59 years,عمر عند اندراج: 50 سے 59 سال
Phrase,p88,Age at entry: 45 to 69 years,عمر عند اندراج: 45 سے 69 سال
Phrase,p89,Age at entry: 40 to 64 years,عمر عند اندراج: 40 سے 64 سال
Phrase,p90,"Sample size: 23,226 study and 21,904 control","نمونے کا سائز: 23,226 مطالعہ اور 21,904 کنٹرول"
Phrase,p91,Age at entry: 39 to 41 years,عمر عند اندراج: 39 سے 41 سال
